name;id;price;brand;category;spec;img_url
Xiaomi Redmi 9C NFC Gris (2 Go / 32 Go);AR202007080165;109.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio G35 8-Core 2.3 GHz - RAM 2 Go - Ecran tactile 6.53"" 720 x 1600 - 32 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/70/09/LD0005700913_1.jpg
Samsung Galaxy A10 Noir;AR201904260032;159.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 7884 8-Core 1.6 GHz - RAM 2 Go - Ecran tactile 6.2"" 720 x 1520 - 32 Go - NFC/Bluetooth 5.0 - 3400 mAh - Android 9.0";https://media.ldlc.com/r150/ld/products/00/05/30/35/LD0005303579_2.jpg
Apple iPhone 12 Pro Max 128 Go Graphite;AR202010300021;1259.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 6 Go - Ecran Super Retina XDR OLED 6.7"" 1284 x 2778 - 128 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/74/34/LD0005743497_1.jpg
Apple iPhone 12 Pro 128 Go Graphite;AR202010130199;1159.94;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced Dual SIM - Snapdragon 720G Octo-Core 2.3 GHz - RAM 6 Go - Ecran tactile 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/67/69/LD0005676958_1.jpg
Xiaomi Redmi Note 9 Pro Gris (6 Go / 128 Go);AR202005140006;239.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 6 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 128 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/58/LD0005735805_1.jpg
Apple iPhone 11 128 Go Noir;AR201909100079;739.94;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 128 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/89/LD0005438998_2_0005439251.jpg
Xiaomi Redmi 9 Vert (4 Go / 64 Go);AR202006100108;149.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio G80 8-Core 2.0 GHz - RAM 4 Go - Ecran tactile 6.53"" 1080 x 2340 - 64 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/68/73/LD0005687389_1.jpg
Xiaomi Redmi Note 9 Pro Vert (6 Go / 128 Go);AR202005140007;239.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced Dual SIM - Snapdragon 720G Octo-Core 2.3 GHz - RAM 6 Go - Ecran tactile 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/67/69/LD0005676950_1.jpg
Apple iPhone 11 64 Go Noir;AR201909100073;689.95;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 64 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/89/LD0005438998_2.jpg
Samsung Galaxy A12 Noir;AR202012080017;189.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio P35 8-Core 2.3 GHz - RAM 4 Go - Ecran tactile 6.5"" 720 x 1600 - 64 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/76/89/LD0005768982_1.jpg
Xiaomi Redmi 9C NFC Orange (2 Go / 32 Go);AR202007080166;109.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio G35 8-Core 2.3 GHz - RAM 2 Go - Ecran tactile 6.53"" 720 x 1600 - 32 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/70/09/LD0005700916_1.jpg
